Wall time,Step,Value
1701716430.1010926,10000,0.6766968369483948
1701716499.4176192,20000,0.9538872241973877
1701716635.6390715,30000,0.9646725654602051
1701716757.5701108,40000,0.9702458381652832
1701716820.5830889,50000,0.9635288119316101
1701716883.855244,60000,0.9681121110916138
1701716946.7980752,70000,0.9570809006690979
1701717010.5665193,80000,0.9376983046531677
1701717073.9671,90000,0.9578193426132202
1701717149.073081,100000,0.960680365562439
