Wall time,Step,Value
1701716430.118261,10000,0.061766330152750015
1701716499.4331782,20000,0.007110498379915953
1701716635.666027,30000,0.0058234198950231075
1701716757.578912,40000,0.0015962525503709912
1701716820.5897837,50000,0.006423946004360914
1701716883.8627899,60000,0.005615612491965294
1701716946.8056674,70000,0.009974174201488495
1701717010.5736606,80000,0.017899032682180405
1701717073.975712,90000,0.007475628983229399
1701717149.0794873,100000,0.0035920983646064997
