Wall time,Step,Value
1701716430.1001005,10000,1.406538724899292
1701716499.428671,20000,1.3765813112258911
1701716635.6650722,30000,1.360597014427185
1701716757.5769124,40000,1.3444746732711792
1701716820.5887637,50000,1.3314846754074097
1701716883.8612845,60000,1.3209871053695679
1701716946.8040843,70000,1.311507225036621
1701717010.5726244,80000,1.30185067653656
1701717073.973192,90000,1.2991254329681396
1701717149.0780907,100000,1.2973297834396362
