Wall time,Step,Value
1701716430.1192775,10000,0.00028467350057326257
1701716499.4341786,20000,0.00025496730813756585
1701716635.667589,30000,0.00022503192303702235
1701716757.578912,40000,0.0001950263831531629
1701716820.591297,50000,0.00016495097952429205
1701716883.8627899,60000,0.0001349988888250664
1701716946.8066165,70000,0.00010501509677851573
1701717010.5736606,80000,7.499224011553451e-05
1701717073.9767122,90000,4.5082397264195606e-05
1701717149.0794873,100000,1.499756399425678e-05
