Wall time,Step,Value
1701716430.1020918,10000,0.6766968369483948
1701716499.4176192,20000,0.9538872241973877
1701716635.652274,30000,0.9646725654602051
1701716757.571225,40000,0.9702458381652832
1701716820.584091,50000,0.9635288119316101
1701716883.8557587,60000,0.9681121110916138
1701716946.7990484,70000,0.9570809006690979
1701717010.5665193,80000,0.9376983046531677
1701717073.9680908,90000,0.9578193426132202
1701717149.0740888,100000,0.960680365562439
