Wall time,Step,Value
1701716430.118261,10000,0.04348977282643318
1701716499.4321597,20000,0.006595918908715248
1701716635.666027,30000,0.004510840401053429
1701716757.5779085,40000,0.0008981036953628063
1701716820.5897837,50000,0.005109570920467377
1701716883.8627899,60000,0.0039775860495865345
1701716946.8056674,70000,0.00830711331218481
1701717010.5736606,80000,0.015711668878793716
1701717073.975712,90000,0.0064556896686553955
1701717149.0780907,100000,0.0035187650937587023
