Wall time,Step,Value
1701716430.1202724,10000,0.19489116966724396
1701716499.4351785,20000,0.1849890947341919
1701716635.6686985,30000,0.17501063644886017
1701716757.578912,40000,0.1650087833404541
1701716820.591297,50000,0.15498363971710205
1701716883.8637977,60000,0.14499960839748383
1701716946.8066165,70000,0.13500501215457916
1701717010.5746584,80000,0.12499739229679108
1701717073.9767122,90000,0.11502743512392044
1701717149.0794873,100000,0.10499915480613708
