Wall time,Step,Value
1701716430.1020918,10000,0.7601743936538696
1701716499.4185975,20000,0.9944356083869934
1701716635.6534255,30000,0.99437016248703
1701716757.5721972,40000,0.9987038373947144
1701716820.584091,50000,0.9921875
1701716883.8567677,60000,0.9923076629638672
1701716946.8000488,70000,0.9807947278022766
1701717010.5675488,80000,0.9656797051429749
1701717073.9680908,90000,0.9860186576843262
1701717149.0740888,100000,0.9894944429397583
