Wall time,Step,Value
1701486067.7744906,10000,0.23850834369659424
1701486147.7358577,20000,0.23883196711540222
1701486173.9495704,30000,0.24149614572525024
1701486200.4498427,40000,0.24682091176509857
1701486227.3791258,50000,0.246404230594635
1701486254.4993098,60000,0.24400107562541962
1701486281.6748085,70000,0.24323837459087372
1701486308.7089255,80000,0.24482224881649017
1701486335.4759874,90000,0.2413141429424286
1701486363.8209054,100000,0.24086888134479523
