Wall time,Step,Value
1701486067.7775478,10000,0.00028483723872341216
1701486147.7369936,20000,0.0002552228979766369
1701486173.9510784,30000,0.00022507055837195367
1701486200.4498427,40000,0.00019506031821947545
1701486227.3801246,50000,0.00016506214160472155
1701486254.4993098,60000,0.00013506592949852347
1701486281.6753378,70000,0.00010505947284400463
1701486308.7089255,80000,7.497345359297469e-05
1701486335.4759874,90000,4.502998854150064e-05
1701486363.8209054,100000,1.5025376342236996e-05
