Wall time,Step,Value
1701486067.7734911,10000,0.5449640154838562
1701486147.7338111,20000,0.9612970948219299
1701486173.9495704,30000,0.96875
1701486200.4478436,40000,0.9680327773094177
1701486227.3791258,50000,0.9872340559959412
1701486254.4976661,60000,0.9827228784561157
1701486281.67381,70000,0.9684775471687317
1701486308.7079241,80000,0.9820193648338318
1701486335.4744484,90000,0.9850237965583801
1701486363.818799,100000,0.9966487884521484
